"","PFAM_IDs","p_A","p_R","p_N","p_D","p_C","p_Q","p_E","p_G","p_H","p_I","p_L","p_K","p_M","p_F","p_P","p_S","p_T","p_W","p_Y","p_V","Conserved_length"
"34","PF19762",0.0444664,0.0236848,0.0056748,0.0168304,0.0017284,0.0055732,0.0133016,0.2171344,0.0021712,0.1694352,0.1319188,0.0431268,0.014152,0.0773988,0.0002256,0.0067632,0.0023144,0.0003832,0.043946,0.1797696,25
"35","PF19783",0.0421041791044776,0.0247817910447761,0.125240447761194,0.0501591044776119,0.00170283582089552,0.0134105970149254,0.0170089552238806,0.0674816417910448,0.0341641791044776,0.034209552238806,0.102835820895522,0.106892089552239,0.00850865671641791,0.0965968656716418,0.0166691044776119,0.0587929850746269,0.0510628358208955,0.0378741791044776,0.0646674626865672,0.0458365671641791,67
"36","PF19803",0.101657,0.003046,6e-06,0,0.000118,0.000265,6e-06,0.100001,1.8e-05,0.060835,0.56308,0.001077,0.015212,0.000286,7e-06,4.8e-05,0.000459,9e-06,3e-06,0.153857,10
"37","PF19845",0.0577402941176471,0.00926186274509804,0.0398019607843137,0.0213201960784314,0.0140644117647059,0.00259509803921569,0.0132502941176471,0.0368880392156863,0.00263107843137255,0.228430196078431,0.170881666666667,0.0415926470588235,0.0452724509803922,0.0433387254901961,0.0173114705882353,0.0349996078431373,0.0415200980392157,0.0392482352941176,0.0326454901960784,0.107200882352941,102
"38","PF19851",0.129222258064516,0.000948225806451613,0.0167337096774194,0.00106322580645161,0.000960806451612903,0.00165758064516129,0.0315809677419355,0.054086935483871,0.000990806451612903,0.131596290322581,0.13681,0.00042258064516129,0.0574195161290323,0.0919008064516129,0.0185843548387097,0.0402417741935484,0.0551324193548387,0.0427803225806452,0.0636374193548387,0.124225967741935,62
"39","PF19853",0.216651917808219,0.000107123287671233,9.78082191780822e-05,3.20547945205479e-05,0.00878301369863014,0.013986301369863,0.000121232876712329,0.0564772602739726,0.000259178082191781,0.0588871232876712,0.234163424657534,8.3013698630137e-05,0.0152578082191781,0.0992383561643836,0.0412860273972603,0.00347945205479452,0.0394605479452055,0.0139131506849315,0.00801150684931507,0.189701232876712,73
"40","PF19865",0.0597965909090909,0.0228329545454545,0.0212745454545455,0.0016425,0.00278818181818182,0.00279,0.000872272727272727,0.0826379545454545,0.00863477272727273,0.194304772727273,0.219357727272727,0.00613454545454545,0.0156443181818182,0.119866363636364,0.0316322727272727,0.0294561363636364,0.00713772727272727,0.0238890909090909,0.0408388636363636,0.108465,44
"41","PF19868",0.0454545454545455,0,0.136440909090909,0.0453463636363636,0,0.0454545454545455,0.0454740909090909,0.0454654545454545,0,0.0908122727272727,0.0909290909090909,0.0909090909090909,0.0454577272727273,0.135963181818182,0,4.54545454545455e-07,0,0.0454545454545455,0.0458540909090909,0.0909831818181818,22
"42","PF19870",0.211327948717949,0.000373846153846154,4.35897435897436e-06,0.0256412820512821,0.0265187179487179,0.000232051282051282,6.92307692307692e-06,0.0264969230769231,2.43589743589744e-05,0.021368717948718,0.220653076923077,5.41025641025641e-05,0.0143792307692308,0.0547328205128205,7.94871794871795e-06,0.000284871794871795,0.00643128205128205,2.02564102564103e-05,2.71794871794872e-05,0.391411025641026,39
"43","PF19877",0.265933178807947,0.030056357615894,0.00664271523178808,3.70860927152318e-06,0.00137807947019868,0.00685701986754967,0.00663622516556291,0.0599529139072848,0.00672417218543046,0.0321209933774834,0.182581854304636,8.47682119205298e-05,0.00957086092715232,0.00141324503311258,0.0199711920529801,0.0154452317880795,0.0142133774834437,0.0398343708609271,0.0132282781456954,0.287345562913907,151
"44","PF19883",5e-06,0,0,0,1.1e-05,1e-06,0,0.1,0.1,0.091577,0.204865,0,0.00069,0.297999,0.1,0,4e-06,1e-06,1.9e-05,0.104824,10
"45","PF19893",0.02767,0.00477,0.00359,0.0017675,0.0038175,0.0053675,0.002605,0.0740875,0.0051475,0.16868875,0.1463725,0.003185,0.01762875,0.34616875,0.0020375,0.01290375,0.00872125,0.00379,0.11092,0.05075125,8
"46","PF19904",0.0989615,8e-05,5.05e-05,9e-06,0.0007375,0.0002195,4.3e-05,5e-05,0.0001025,0.320812,0.256862,4.55e-05,0.0036895,0.042222,0.0001115,0.0581595,0.0024905,3.15e-05,0.1245915,0.0907215,20
"47","PF19911",0.18443,0.000265,3.3e-05,1.1e-05,0.000895,0.000109,4.5e-05,0.102281,2.3e-05,0.070115,0.147464,0.099775,0.005003,0.000254,0.098208,0.002337,0.002318,0.100275,5e-06,0.186147,10
"48","PF19931",0.152402075471698,0.000160377358490566,0.0379071698113208,0.0202330188679245,0.000714339622641509,0.000572452830188679,0.0540833962264151,0.0388315094339623,0.0190192452830189,0.103194150943396,0.206291698113208,0.0190890566037736,0.00429207547169811,0.0422416981132075,0.0190233962264151,0.0561830188679245,0.0423388679245283,0.00225509433962264,0.00477207547169811,0.17639320754717,53
"49","PF19953",0.00592,0,2e-06,0,8e-06,2e-06,0,0.299492,0,0.007949,0.17793,0,0.000466,3.5e-05,1e-06,0.09995,0.001157,0,0,0.407083,10
"50","PF19992",0.0725439473684211,0.00159456140350877,0.00890885964912281,9.37719298245614e-05,0.00183964912280702,0.00500815789473684,0.000793771929824561,0.0270171052631579,0.00537447368421053,0.156727105263158,0.303530614035088,0.00963008771929825,0.0203924561403509,0.167907280701754,0.0422139473684211,0.0159701754385965,0.00803535087719298,0.0241730701754386,0.0188205263157895,0.10942,114
"51","PF20040",0.0508265714285714,0.00426314285714286,0.0218462857142857,0.000311428571428571,0.0207737142857143,0.00316228571428571,0.00165457142857143,0.0301517142857143,0.00584228571428571,0.219468571428571,0.127696285714286,0.0965671428571429,0.042408,0.095702,1.02857142857143e-05,0.0561491428571429,0.043366,2.6e-05,0.0505702857142857,0.129201714285714,35
"52","PF20059",0.150782564102564,8.71794871794872e-06,0.000952307692307692,0.0245266666666667,0.000226923076923077,3.15384615384615e-05,0.000141794871794872,0.137672307692308,8.46153846153846e-06,0.251801282051282,0.145040256410256,5.12820512820513e-06,0.0484633333333333,0.0514969230769231,1.82051282051282e-05,0.0450915384615385,0.000478461538461538,1.38461538461538e-05,0.0255833333333333,0.117650256410256,39
"53","PF20061",0.0528636842105263,0.105237894736842,3.05263157894737e-05,5.26315789473684e-07,3.94736842105263e-05,8.94736842105263e-06,1.05263157894737e-06,0.0526610526315789,2.63157894736842e-06,0.122071052631579,0.158025263157895,2.94736842105263e-05,0.000358421052631579,0.0526373684210526,0.0526342105263158,0.0109126315789474,0.0400394736842105,0.105226315789474,0.0526347368421053,0.194586315789474,19
"54","PF20064",0.07764,7.23076923076923e-05,5.61538461538462e-05,4.61538461538462e-06,0.0146267692307692,0.000253384615384615,2e-05,0.122367692307692,0.0159116923076923,0.103667538461538,0.295811538461538,2.32307692307692e-05,0.030648,0.0985478461538462,0.0306138461538462,0.00242861538461538,0.00483076923076923,0.0799924615384615,0.0113061538461538,0.111172307692308,65
"55","PF20077",0.0555928571428571,0.000502857142857143,0.0461685714285714,0.0476195238095238,2.76190476190476e-05,7.14285714285714e-06,0,0.0476190476190476,1.85714285714286e-05,0.232959047619048,0.144920476190476,5.19047619047619e-05,5.47619047619048e-05,2.47619047619048e-05,0,0.00153571428571429,0.0354409523809524,0,0.0476190476190476,0.339834285714286,21
"56","PF20082",0.0974214285714286,0.000532857142857143,0.00139142857142857,0.000185238095238095,0.00197714285714286,0.00110047619047619,0.000466666666666667,0.0510723809523809,0.000935714285714286,0.158810476190476,0.21553,0.000439047619047619,0.0346761904761905,0.010617619047619,0.000553809523809524,0.0197104761904762,0.102245714285714,0.00011,0.00261714285714286,0.299602857142857,21
"57","PF20087",0.215072727272727,4.45454545454545e-05,3.54545454545455e-05,1.04545454545455e-05,0.000443636363636364,4.72727272727273e-05,2.45454545454545e-05,0.123227727272727,0.000108636363636364,0.0879490909090909,0.174566818181818,8.63636363636364e-06,0.00400045454545455,0.109241818181818,4.18181818181818e-05,0.0463804545454545,0.000385,0.00245090909090909,0.00194454545454545,0.234010909090909,22
"58","PF20088",0.190499,0.0001755,0.0001135,4.2e-05,0.000966,0.000125,7.9e-05,0.025322,0.000269,0.1602675,0.1616005,7.45e-05,0.002074,0.0626395,7.55e-05,0.001771,0.000838,0.073208,0.0515845,0.2682695,20
"59","PF20108",0.0973016129032258,0.000440161290322581,0.017885,0.00275677419354839,0.00244064516129032,0.00240951612903226,0.024768064516129,0.0298608064516129,0.0239690322580645,0.152592096774194,0.183741129032258,0.000621129032258064,0.00918064516129032,0.118703225806452,0.0429243548387097,0.037191935483871,0.0145701612903226,0.0180851612903226,0.0211309677419355,0.199423548387097,62
"60","PF20122",0.0179206451612903,0.00211483870967742,0.00151903225806452,0.01106,0.000491720430107527,0.00176301075268817,0.0104917204301075,0.0606297849462366,0.0288175268817204,0.217033548387097,0.173543440860215,0.0207208602150538,0.026318064516129,0.140192580645161,0.0322920430107527,0.029618064516129,0.0461848387096774,0.00695967741935484,0.064365376344086,0.107958709677419,93
"61","PF20128",0.191482941176471,0.173744705882353,0.00492470588235294,0.00929647058823529,0.00250411764705882,0.00442235294117647,0.00873411764705882,0.0927323529411765,0.0201829411764706,0.0743676470588235,0.150895294117647,0.00585470588235294,0.0138035294117647,0.0122994117647059,0.00269470588235294,0.0129088235294118,0.0108870588235294,0.0703129411764706,0.0334964705882353,0.104450588235294,17
"62","PF20134",0.0596026470588235,0.0151927941176471,7.02941176470588e-05,9.26470588235294e-06,0.00787117647058824,0.000165882352941176,4.85294117647059e-05,0.0750769117647059,0.000185882352941176,0.123157205882353,0.271287205882353,0.0138391176470588,0.0237835294117647,0.0934038235294118,7.35294117647059e-05,0.0304714705882353,0.0202402941176471,0.0589529411764706,0.0448095588235294,0.1617525,68
"63","PF20136",0.138477222222222,2.30555555555556e-05,0.0253794444444444,3.52777777777778e-05,0.00323305555555556,0.000110555555555556,3.16666666666667e-05,0.00616833333333333,0.000613888888888889,0.215921111111111,0.285214722222222,2.55555555555556e-05,0.0111438888888889,0.0760161111111111,0.0295197222222222,0.051515,0.0184994444444444,1.22222222222222e-05,0.0107988888888889,0.127253611111111,36
"64","PF20139",0.104041818181818,0.00169454545454545,0.00184151515151515,0.00151484848484848,0.0310939393939394,0.0171101515151515,0.00197242424242424,0.0829368181818182,0.0169519696969697,0.0934598484848485,0.219081515151515,0.031675,0.0135143939393939,0.0682571212121212,0.0171212121212121,0.0413171212121212,0.0345898484848485,0.0249698484848485,0.0181792424242424,0.178673181818182,66
"65","PF20154",0.151549649122807,0.0372338596491228,0.000828947368421053,6.85964912280702e-05,0.000867894736842105,0.0208940350877193,0.000232280701754386,0.0602522807017544,0.0307384210526316,0.0554122807017544,0.263306842105263,0.00550052631578947,0.00873508771929824,0.093051052631579,0.0354450877192982,0.0535212280701754,0.0418638596491228,0.0374185964912281,0.0495614035087719,0.0535143859649123,57
"66","PF20176",0.192293980099502,0.0918724378109453,0.00658522388059702,0.00826835820895522,0.00171671641791045,0.00887457711442786,0.00657218905472637,0.0529444278606965,0.000618457711442786,0.0865738805970149,0.169508457711443,0.00224452736318408,0.0228107960199005,0.0257589054726368,0.0481686069651741,0.0500777114427861,0.0271061691542289,0.0224506965174129,0.0111723383084577,0.164377114427861,201
"67","PF20177",0.14481038961039,0.026357012987013,0.000167402597402597,0.0130094805194805,0.026942987012987,0.0132516883116883,9.96103896103896e-05,0.0545479220779221,9.09090909090909e-05,0.080308961038961,0.162952857142857,0.00011,0.0401738961038961,0.0411332467532467,0.0521557142857143,0.0128907792207792,0.0589116883116883,0.0151623376623377,0.0106263636363636,0.246288831168831,77
"68","PF20221",0.0804421505376344,0.0110068817204301,0.0319088172043011,0.0115610752688172,0.00179537634408602,0.000785376344086021,0.00882612903225806,0.0531356989247312,0.00456494623655914,0.110637741935484,0.23442688172043,0.000168817204301075,0.0233597849462366,0.104158172043011,0.0644388172043011,0.0379859139784946,0.0332822580645161,0.046407311827957,0.024021935483871,0.11708311827957,93
"69","PF20228",0.165084375,5e-06,1e-05,0,0.000795,1.5e-05,2.5e-06,3e-05,0.000205,0.1414175,0.33557625,1.25e-06,0.00326625,0.00678125,0.000103125,0.062354375,0.0001675,0.000594375,0.124249375,0.159339375,16
"70","PF20230",0.0550351136363636,0.0228339772727273,0.0441117045454545,0.0511863636363636,0.000114659090909091,0.0342671590909091,0.0138646590909091,0.114789204545455,0.000604545454545455,0.0756775,0.0703110227272727,0.0360901136363636,0.0305186363636364,0.0979539772727273,0.0341094318181818,0.0398946590909091,0.0867990909090909,0.0119697727272727,0.0603732954545455,0.119488522727273,88
"71","PF20327",0.0413201063829787,0.0277140425531915,0.00315489361702128,0.000531489361702128,0.00874978723404255,0.00190234042553192,0.000612446808510638,0.101445531914894,0.00843382978723404,0.133397553191489,0.228675744680851,0.0257545744680851,0.0309851063829787,0.0804106382978723,0.0261610638297872,0.0385663829787234,0.0173286170212766,0.0482076595744681,0.0142922340425532,0.162352127659574,94
"72","PF20332",0.0408215789473684,2.36842105263158e-05,0.0108205263157895,0.0409310526315789,0.000194736842105263,6.78947368421053e-05,0.000249473684210526,0.0569326315789474,9.21052631578947e-05,0.212754736842105,0.258011052631579,4.31578947368421e-05,0.00130473684210526,0.0617947368421053,0.0526015789473684,0.000958421052631579,0.0538378947368421,1.36842105263158e-05,7.26315789473684e-05,0.208471578947368,19
"73","PF20334",0.111014210526316,0.0070181954887218,0.00013796992481203,1.46616541353383e-05,0.015893007518797,0.0153403759398496,0.00755962406015038,0.0457778947368421,0.0122077443609023,0.123870601503759,0.172351578947368,0.000646466165413534,0.00788067669172932,0.139923157894737,0.0366035338345865,0.0415501503759398,0.0455463909774436,0.0361566917293233,0.046720977443609,0.133781203007519,133
"74","PF20349",0.107276811594203,0.0193927536231884,0.014536231884058,0.0144960869565217,0.0256768115942029,0.00739782608695652,4.8695652173913e-05,0.0718552173913043,0.0294560869565217,0.140545362318841,0.285722173913043,0.0148921739130435,0.0262891304347826,0.0457631884057971,0.0145439130434783,0.0277221739130435,0.00183217391304348,0.0165852173913043,0.0146624637681159,0.121300579710145,69
"75","PF20351",0.105569565217391,0.0435304347826087,0.0578492753623188,0.0290988405797101,7.05797101449275e-05,0.0359011594202899,0.0146184057971014,0.145076231884058,0.0145394202898551,0.0723557971014493,0.0881888405797101,0.0145365217391304,0.00123579710144928,0.141396376811594,0.0145015942028985,0.0613015942028985,0.0437404347826087,1.15942028985507e-06,0.0720771014492754,0.0444059420289855,69
"76","PF20358",0.108951363636364,0.0227281818181818,3.63636363636364e-06,2.27272727272727e-07,4.25e-05,5.68181818181818e-06,2.27272727272727e-06,0.0457229545454545,6.81818181818182e-07,0.137987727272727,0.19596,6.81818181818182e-07,0.0290995454545455,0.0253161363636364,0.0454602272727273,0.0452765909090909,0.0236481818181818,0.136354318181818,0.000107954545454545,0.183328181818182,44
"77","PF20381",0.232598888888889,0.196869444444444,0.00258111111111111,0.00126222222222222,0.00595888888888889,0.00855666666666667,0.00338,0.00373444444444444,0.001205,0.0676027777777778,0.0588977777777778,0.0123311111111111,0.00438944444444444,0.0130011111111111,0.00186722222222222,0.0337277777777778,0.0137055555555556,0.0357655555555556,0.00167555555555556,0.300883888888889,18
"78","PF20382",0.00826,6.25e-07,3.25e-05,6.25e-07,0.001281875,3.75e-06,6.25e-07,0.1874325,5e-06,0.13653,0.28066375,1.25e-06,0.035360625,0.212419375,1.8125e-05,0.009415625,0.037836875,6.25e-06,0.000405625,0.09032125,16
"79","PF20386",0.0463796153846154,0.0200330769230769,0.00237346153846154,0.00147038461538462,0.00214038461538462,0.00217538461538462,0.00159961538461538,0.0507207692307692,0.00444769230769231,0.114264230769231,0.253917307692308,0.001845,0.0147357692307692,0.115678076923077,0.0135738461538462,0.0230996153846154,0.0433373076923077,0.00180846153846154,0.169380384615385,0.117018846153846,26
"80","PF20389",0.00250717948717949,4.12820512820513e-05,0.0256997435897436,6.92307692307692e-06,0.000533846153846154,0.00020974358974359,1.56410256410256e-05,0.0252782051282051,0.0257848717948718,0.137271025641026,0.234797948717949,2.12820512820513e-05,0.0396594871794872,0.10241358974359,0.0513012820512821,0.0141466666666667,0.0885625641025641,9.76923076923077e-05,0.0358041025641026,0.215844358974359,39
